county,population,race_white,race_black,race_native,race_asian,race_islander,race_other,race_two_or_more
"Martinsville city, Virginia",13485,5924,6094,50,116,4,535,762
"Newport News city, Virginia",186247,74676,78687,940,6356,441,8892,16255
"Norfolk city, Virginia",238005,102841,95594,1328,9025,521,9445,19251
"Norton city, Virginia",3687,3242,180,8,27,1,38,191
"Petersburg city, Virginia",33458,5418,24811,141,339,32,1142,1575
"Poquoson city, Virginia",12460,11059,120,41,264,7,133,836
"Portsmouth city, Virginia",97915,35892,52214,427,1285,141,1738,6218
"Radford city, Virginia",16070,12280,2182,40,217,6,488,857
"Richmond city, Virginia",226610,98140,91653,898,6259,115,15441,14104
"Roanoke city, Virginia",100011,57309,27470,419,2479,54,4795,7485
"Salem city, Virginia",25346,20923,1949,48,541,9,503,1373
"Staunton city, Virginia",25750,20207,2935,84,323,12,466,1723
"Suffolk city, Virginia",94324,44723,39701,343,1708,74,1645,6130
"Virginia Beach city, Virginia",459470,278956,85478,1894,34305,756,13959,44122
"Waynesboro city, Virginia",22196,16562,2672,43,260,26,940,1693
"Williamsburg city, Virginia",15425,7572,5699,41,500,25,596,992
"Winchester city, Virginia",28120,18336,2865,255,711,16,3536,2401
"Adams County, Washington",20613,9164,41,439,135,13,7286,3535
"Asotin County, Washington",22285,19858,116,299,206,34,300,1472
"Benton County, Washington",206873,146087,2893,2052,6397,607,24691,24146
"Chelan County, Washington",79074,55289,296,817,809,124,13248,8491
"Clallam County, Washington",77155,62450,615,4346,1263,119,1676,6686
"Clark County, Washington",503311,379827,11396,4835,24274,5306,25402,52271
"Columbia County, Washington",3952,3442,11,50,23,1,118,307
"Cowlitz County, Washington",110730,90812,820,1720,1772,668,4744,10194
"Douglas County, Washington",42938,27842,150,673,412,62,7685,6114
"Ferry County, Washington",7178,5118,28,1309,46,11,90,576
"Franklin County, Washington",96749,45837,1790,1403,1904,232,29459,16124
"Garfield County, Washington",2286,2098,9,18,11,0,28,122
"Grant County, Washington",99123,57433,782,1660,1202,104,24733,13209
"Grays Harbor County, Washington",75636,59052,1026,3876,1050,134,3668,6830
"Island County, Washington",86857,67928,2399,717,4019,440,2346,9008
"Jefferson County, Washington",32977,28588,207,565,497,50,518,2552
"King County, Washington",2269675,1273054,151468,19073,452475,20022,117830,235753
"Kitsap County, Washington",275611,206398,7835,4306,14412,2969,8057,31634
"Kittitas County, Washington",44337,36479,402,539,931,93,2191,3702
"Klickitat County, Washington",22735,18271,64,550,145,42,1571,2092
"Lewis County, Washington",82149,67825,564,1190,824,158,4223,7365
"Lincoln County, Washington",10876,9704,21,225,73,14,129,710
"Mason County, Washington",65726,51023,713,2632,783,224,3809,6542
"Okanogan County, Washington",42104,27606,168,4881,284,41,4989,4135
"Pacific County, Washington",23365,19104,101,554,463,47,1137,1959
"Pend Oreille County, Washington",13401,11811,57,396,78,11,183,865
"Pierce County, Washington",921130,595446,66006,12777,63460,18844,48471,116126
"San Juan County, Washington",17788,15276,54,115,229,27,615,1472
"Skagit County, Washington",129523,96540,888,2878,2832,418,12238,13729
"Skamania County, Washington",12036,10308,74,187,121,34,289,1023
"Snohomish County, Washington",827957,546855,29293,10805,101464,5016,45028,89496
"Spokane County, Washington",539339,442952,10979,8092,12654,4303,11999,48360
"Stevens County, Washington",46445,39313,149,2680,290,89,610,3314
"Thurston County, Washington",294793,215798,9403,4458,17268,3347,10359,34160
"Wahkiakum County, Washington",4422,3884,22,61,44,3,53,355
"Walla Walla County, Washington",62584,45471,1056,696,943,137,7087,7194
"Whatcom County, Washington",226847,175946,2347,6277,10127,725,9692,21733
"Whitman County, Washington",47973,36586,1203,338,3646,155,1509,4536
"Yakima County, Washington",256728,124445,2119,12979,3030,309,75079,38767
"Barbour County, West Virginia",15465,14460,271,37,32,0,42,623
"Berkeley County, West Virginia",122076,98281,9364,407,1496,52,2756,9720
"Boone County, West Virginia",21809,20780,135,46,36,2,34,776
"Braxton County, West Virginia",12447,11976,50,19,23,11,25,343
"Brooke County, West Virginia",22559,20915,368,39,55,0,108,1074
"Cabell County, West Virginia",94350,82665,4811,209,1345,20,658,4642
"Calhoun County, West Virginia",6229,6003,13,12,13,2,2,184
"Clay County, West Virginia",8051,7671,13,29,16,0,1,321
"Doddridge County, West Virginia",7808,7304,174,18,15,0,35,262
"Fayette County, West Virginia",40488,36483,1680,104,105,2,206,1908
"Gilmer County, West Virginia",7408,6220,937,11,31,3,9,197
"Grant County, West Virginia",10976,10489,85,21,24,0,54,303
"Greenbrier County, West Virginia",32977,30360,792,70,198,6,235,1316
"Hampshire County, West Virginia",23093,21775,188,35,61,4,153,877
"Hancock County, West Virginia",29095,26661,703,36,110,9,126,1450
"Hardy County, West Virginia",14299,12835,414,35,59,0,325,631
"Harrison County, West Virginia",65921,60334,1118,157,489,28,387,3408
"Jackson County, West Virginia",27791,26516,101,46,91,2,127,908
"Jefferson County, West Virginia",57701,46825,3459,141,837,13,1689,4737
"Kanawha County, West Virginia",180745,153637,13592,402,2149,51,1349,9565
"Lewis County, West Virginia",17033,16162,69,23,58,8,46,667
"Lincoln County, West Virginia",20463,19793,49,22,26,0,45,528
"Logan County, West Virginia",32567,30884,581,42,67,1,64,928
"McDowell County, West Virginia",19111,16195,2163,22,20,4,56,651
"Marion County, West Virginia",56205,50578,1867,139,256,43,200,3122
"Marshall County, West Virginia",30591,28797,264,39,108,7,129,1247
"Mason County, West Virginia",25453,24401,193,39,83,5,40,692
"Mercer County, West Virginia",59664,52554,3720,176,296,7,266,2645
"Mineral County, West Virginia",26938,24734,723,41,117,5,104,1214
"Mingo County, West Virginia",23568,22383,409,36,32,0,47,661
"Monongalia County, West Virginia",105822,90012,4160,185,3755,71,1157,6482
"Monroe County, West Virginia",12376,11771,113,28,11,0,53,400
"Morgan County, West Virginia",17063,15985,112,40,83,0,82,761
"Nicholas County, West Virginia",24604,23603,61,45,74,7,38,776
"Ohio County, West Virginia",42425,37769,1661,77,392,20,281,2225
"Pendleton County, West Virginia",6143,5845,82,14,0,5,19,178
"Pleasants County, West Virginia",7653,7248,95,22,17,0,21,250
"Pocahontas County, West Virginia",7869,7497,57,26,9,4,36,240
"Preston County, West Virginia",34216,30832,2042,76,57,5,70,1134
"Putnam County, West Virginia",57440,53364,656,96,577,7,395,2345
"Raleigh County, West Virginia",74591,64025,5847,136,831,16,409,3327
"Randolph County, West Virginia",27932,26144,433,61,104,1,140,1049
"Ritchie County, West Virginia",8444,8155,17,9,23,7,20,213
"Roane County, West Virginia",14028,13305,39,28,38,1,43,574
"Summers County, West Virginia",11959,10930,402,35,33,0,38,521
"Taylor County, West Virginia",16705,15710,114,19,41,0,38,783
"Tucker County, West Virginia",6762,6457,21,4,6,1,23,250
"Tyler County, West Virginia",8313,7981,4,17,3,0,18,290
"Upshur County, West Virginia",23816,22474,223,37,88,6,87,901
"Wayne County, West Virginia",38982,37339,168,56,83,10,121,1205
"Webster County, West Virginia",8378,8105,13,14,4,2,20,220
"Wetzel County, West Virginia",14442,13752,34,18,50,0,49,539
"Wirt County, West Virginia",5194,5013,6,4,0,4,9,158
"Wood County, West Virginia",84296,78170,1040,174,564,23,404,3921
"Wyoming County, West Virginia",21382,20592,107,32,18,1,30,602
"Adams County, Wisconsin",20654,18734,603,198,85,10,220,804
"Ashland County, Wisconsin",16027,12791,112,2084,84,9,52,895
"Barron County, Wisconsin",46711,42567,819,472,346,5,542,1960
"Bayfield County, Wisconsin",16220,13493,59,1696,36,2,94,840
"Brown County, Wisconsin",268740,212929,8404,7581,8518,122,11793,19393
"Buffalo County, Wisconsin",13317,12651,43,41,23,12,147,400
"Burnett County, Wisconsin",16526,14756,65,721,53,10,81,840
"Calumet County, Wisconsin",52442,46499,444,252,1277,42,1505,2423
"Chippewa County, Wisconsin",66297,60865,1075,361,975,19,373,2629
"Clark County, Wisconsin",34659,31972,119,172,108,4,1189,1095
"Columbia County, Wisconsin",58490,53739,905,320,381,11,736,2398
"Crawford County, Wisconsin",16113,15107,269,52,72,1,70,542
"Dane County, Wisconsin",561504,435458,30473,2397,35758,241,18203,38974
"Dodge County, Wisconsin",89396,79395,2766,438,517,11,2179,4090
"Door County, Wisconsin",30066,27754,145,144,144,4,482,1393
"Douglas County, Wisconsin",44295,39733,583,801,286,18,256,2618
"Dunn County, Wisconsin",45440,41198,404,207,1458,13,433,1727
"Eau Claire County, Wisconsin",105710,93277,1255,527,4401,83,1158,5009
"Florence County, Wisconsin",4558,4312,9,30,8,8,15,176
"Fond du Lac County, Wisconsin",104154,91630,2416,506,1256,35,3152,5159
"Forest County, Wisconsin",9179,7407,32,1228,17,11,20,464
"Grant County, Wisconsin",51938,48710,684,129,413,8,544,1450
"Green County, Wisconsin",37093,34318,212,105,174,3,700,1581
"Green Lake County, Wisconsin",19018,17505,117,68,103,12,407,806
"Iowa County, Wisconsin",23709,22326,114,39,180,12,207,831
"Iron County, Wisconsin",6137,5831,16,66,13,0,42,169
"Jackson County, Wisconsin",21145,18142,442,1378,77,0,244,862
"Jefferson County, Wisconsin",84900,75145,888,365,672,27,2858,4945
"Juneau County, Wisconsin",26718,24299,560,381,148,1,229,1100
"Kenosha County, Wisconsin",169151,128417,12082,730,2874,88,8864,16096
"Kewaunee County, Wisconsin",20563,19149,60,89,68,2,484,711
"La Crosse County, Wisconsin",120784,106317,1994,508,5608,26,1052,5279
"Lafayette County, Wisconsin",16611,15231,28,48,40,4,615,645
"Langlade County, Wisconsin",19491,18125,105,250,70,4,143,794
"Lincoln County, Wisconsin",28415,26909,158,120,118,2,176,932
"Manitowoc County, Wisconsin",81359,72034,1070,464,2253,15,1496,4027
"Marathon County, Wisconsin",138013,119902,1192,648,8496,36,1853,5886
"Marinette County, Wisconsin",41872,39100,201,255,187,8,450,1671
"Marquette County, Wisconsin",15592,14688,46,68,51,5,164,570
"Menominee County, Wisconsin",4255,500,2,3643,2,3,4,101
"Milwaukee County, Wisconsin",939489,488198,245863,7507,46446,369,63932,87174
"Monroe County, Wisconsin",46274,41293,649,585,365,63,985,2334
"Oconto County, Wisconsin",38965,36432,92,510,117,4,316,1494
"Oneida County, Wisconsin",37845,35468,213,473,205,18,214,1254
"Outagamie County, Wisconsin",190705,164009,3053,3143,6618,112,3731,10039
"Ozaukee County, Wisconsin",91503,82306,1524,241,2291,15,961,4165
"Pepin County, Wisconsin",7318,6899,24,38,25,1,73,258
"Pierce County, Wisconsin",42212,38964,406,228,291,18,473,1832
"Polk County, Wisconsin",44977,42075,182,390,206,7,356,1761
"Portage County, Wisconsin",70377,62967,945,298,2263,16,932,2956
"Price County, Wisconsin",14054,13236,33,87,69,124,64,441
"Racine County, Wisconsin",197727,142438,23303,1061,2316,59,10690,17860
"Richland County, Wisconsin",17304,16157,96,54,96,0,216,685
"Rock County, Wisconsin",163687,133107,8311,878,2059,72,7457,11803
"Rusk County, Wisconsin",14188,13371,45,73,53,5,83,558
"St. Croix County, Wisconsin",93536,86227,653,324,984,33,1073,4242
"Sauk County, Wisconsin",65763,58602,622,863,398,18,2012,3248
"Sawyer County, Wisconsin",18074,13920,101,2940,63,2,107,941
"Shawano County, Wisconsin",40881,34679,126,3455,165,6,487,1963
"Sheboygan County, Wisconsin",118034,98204,2539,540,6913,21,3400,6417
"Taylor County, Wisconsin",19913,18878,67,42,63,5,266,592
"Trempealeau County, Wisconsin",30760,26301,105,377,109,0,2428,1440
"Vernon County, Wisconsin",30714,29315,127,49,96,10,231,886
"Vilas County, Wisconsin",23047,19701,58,2252,58,0,114,864
"Walworth County, Wisconsin",106478,90957,1223,479,1016,15,4948,7840
"Washburn County, Wisconsin",16623,15442,34,193,62,11,89,792
"Washington County, Wisconsin",136761,125351,1753,371,1951,30,1511,5794
"Waukesha County, Wisconsin",406978,353946,6852,1202,15698,130,6102,23048
"Waupaca County, Wisconsin",51812,48284,211,308,265,6,813,1925
"Waushara County, Wisconsin",24520,22048,397,140,99,14,697,1125
"Winnebago County, Wisconsin",171730,148041,5099,1125,5601,53,3130,8681
"Wood County, Wisconsin",74207,67814,579,620,1391,35,931,2837
"Albany County, Wyoming",37066,30918,432,397,1041,37,1267,2974
"Big Horn County, Wyoming",11521,10271,22,154,50,9,315,700
"Campbell County, Wyoming",47026,40762,239,626,330,25,1997,3047
"Carbon County, Wyoming",14537,11957,140,195,93,16,884,1252
"Converse County, Wyoming",13751,12366,41,90,55,3,367,829
"Crook County, Wyoming",7181,6792,0,54,11,7,44,273
"Fremont County, Wyoming",39234,27238,192,8190,217,11,693,2693
"Goshen County, Wyoming",12498,11113,76,111,49,1,453,695
"Hot Springs County, Wyoming",4621,4219,13,51,18,3,33,284
"Johnson County, Wyoming",8447,7771,26,74,15,7,114,440
"Laramie County, Wyoming",100512,80598,2472,1123,1296,172,4538,10313
"Lincoln County, Wyoming",19581,17971,40,110,99,21,440,900
"Natrona County, Wyoming",79955,69319,791,1053,649,92,2085,5966
"Niobrara County, Wyoming",2467,2288,6,30,13,5,13,112
"Park County, Wyoming",29624,26872,61,155,214,17,567,1738
"Platte County, Wyoming",8605,7738,19,73,45,9,216,505
"Sheridan County, Wyoming",30921,28000,115,379,181,19,456,1771
"Sublette County, Wyoming",8728,7786,18,50,50,11,288,525
"Sweetwater County, Wyoming",42272,34389,366,433,295,70,2508,4211
"Teton County, Wyoming",23331,19202,55,185,317,5,1415,2152
"Uinta County, Wyoming",20450,18007,66,191,114,27,864,1181
"Washakie County, Wyoming",7685,6600,12,77,33,3,388,572
"Weston County, Wyoming",6838,6197,30,97,27,9,138,340
"Adjuntas Municipio, Puerto Rico",18020,3992,605,79,6,0,3539,9799
"Aguada Municipio, Puerto Rico",38136,8673,1553,161,23,7,9492,18227
"Aguadilla Municipio, Puerto Rico",55101,11566,2274,263,61,8,14429,26500
"Aguas Buenas Municipio, Puerto Rico",24223,3512,1733,123,16,7,7263,11569
"Aibonito Municipio, Puerto Rico",24637,4785,1324,302,14,7,6458,11747
"Añasco Municipio, Puerto Rico",25596,4701,1461,72,7,8,6154,13193
"Arecibo Municipio, Puerto Rico",87754,16636,4053,375,70,5,19997,46618
"Arroyo Municipio, Puerto Rico",15843,1816,1979,67,16,0,6130,5835
"Barceloneta Municipio, Puerto Rico",22657,3584,930,111,14,7,5090,12921
"Barranquitas Municipio, Puerto Rico",28983,6029,1521,118,9,12,8491,12803
"Bayamón Municipio, Puerto Rico",185187,33084,11456,1213,254,28,43954,95198
"Cabo Rojo Municipio, Puerto Rico",47158,9561,1797,215,48,11,10822,24704
"Caguas Municipio, Puerto Rico",127244,20215,7969,567,151,30,35958,62354
"Camuy Municipio, Puerto Rico",32827,7448,1246,119,5,3,7071,16935
"Canóvanas Municipio, Puerto Rico",42337,5672,6393,237,58,0,9189,20788
"Carolina Municipio, Puerto Rico",154815,21998,17885,665,358,43,36189,77677
"Cataño Municipio, Puerto Rico",23155,3016,1894,246,34,17,5320,12628
"Cayey Municipio, Puerto Rico",41652,7233,2620,211,33,4,10759,20792
"Ceiba Municipio, Puerto Rico",11307,1814,1107,63,16,5,3487,4815
"Ciales Municipio, Puerto Rico",16984,3530,485,98,19,0,2800,10052
"Cidra Municipio, Puerto Rico",39970,7813,2715,185,3,8,11605,17641
"Coamo Municipio, Puerto Rico",34668,6938,2572,292,24,23,10377,14442
"Comerío Municipio, Puerto Rico",18883,3187,1201,165,4,6,5007,9313
"Corozal Municipio, Puerto Rico",34571,6841,1263,185,16,11,9509,16746
"Culebra Municipio, Puerto Rico",1792,317,143,5,4,0,285,1038
"Dorado Municipio, Puerto Rico",35879,6317,2673,145,106,8,9242,17388
"Fajardo Municipio, Puerto Rico",32124,4653,2987,206,55,7,11457,12759
"Florida Municipio, Puerto Rico",11692,1619,241,28,3,2,3523,6276
"Guánica Municipio, Puerto Rico",13787,2353,721,64,5,0,3792,6852
"Guayama Municipio, Puerto Rico",36614,6969,3531,216,30,6,11159,14703
"Guayanilla Municipio, Puerto Rico",17784,3213,902,131,2,2,4935,8599
"Guaynabo Municipio, Puerto Rico",89780,15415,4312,333,200,24,18526,50970
"Gurabo Municipio, Puerto Rico",40622,6170,2883,169,23,7,11486,19884
"Hatillo Municipio, Puerto Rico",38486,8170,1365,124,29,8,8387,20403
"Hormigueros Municipio, Puerto Rico",15654,2937,799,73,9,0,4204,7632
"Humacao Municipio, Puerto Rico",50896,6861,4472,279,90,7,18562,20625
"Isabela Municipio, Puerto Rico",42943,7512,1699,144,34,5,9940,23609
"Jayuya Municipio, Puerto Rico",14779,3447,351,75,3,5,3150,7748
"Juana Díaz Municipio, Puerto Rico",46538,6726,3736,220,37,11,14074,21734
"Juncos Municipio, Puerto Rico",37012,4827,3427,171,10,0,10804,17773
"Lajas Municipio, Puerto Rico",23334,4421,952,120,12,1,5744,12084
"Lares Municipio, Puerto Rico",28105,5772,622,91,18,5,5680,15917
"Las Marías Municipio, Puerto Rico",8874,1528,315,54,8,0,2584,4385
"Las Piedras Municipio, Puerto Rico",35180,5478,2931,222,29,4,11277,15239
"Loíza Municipio, Puerto Rico",23693,1376,7533,106,21,0,3689,10968
"Luquillo Municipio, Puerto Rico",17781,3052,2156,82,29,7,4772,7683
"Manatí Municipio, Puerto Rico",39492,6758,1696,175,24,6,10104,20729
"Maricao Municipio, Puerto Rico",4755,1056,370,75,9,0,1431,1814
"Maunabo Municipio, Puerto Rico",10589,967,1769,38,2,0,4162,3651
"Mayagüez Municipio, Puerto Rico",73077,14372,3331,306,102,24,16878,38064
"Moca Municipio, Puerto Rico",37460,6355,1171,184,27,0,8332,21391
"Morovis Municipio, Puerto Rico",28727,5501,967,129,6,7,5680,16437
"Naguabo Municipio, Puerto Rico",23386,3119,2156,187,21,0,7260,10643
"Naranjito Municipio, Puerto Rico",29241,6046,1864,253,13,0,6879,14186
"Orocovis Municipio, Puerto Rico",21434,3493,1137,782,5,0,4642,11375
"Patillas Municipio, Puerto Rico",15985,2543,1974,80,8,15,5774,5591
"Peñuelas Municipio, Puerto Rico",20399,4714,1369,83,9,5,5446,8773
"Ponce Municipio, Puerto Rico",137491,26148,6767,787,149,8,32763,70869
"Quebradillas Municipio, Puerto Rico",23638,6010,814,131,12,4,4097,12570
"Rincón Municipio, Puerto Rico",15187,3252,894,52,18,0,3813,7158
"Río Grande Municipio, Puerto Rico",47060,6896,6900,304,52,15,11423,21470
"Sabana Grande Municipio, Puerto Rico",22729,4513,909,96,14,12,5238,11947
