,county,labor_force,employed,unemployed,unemployed_pct,population,race_white,race_black,race_native,race_asian,race_islander,race_other,race_two_or_more
880,"Greene County, Iowa",5333,5107,226,4.2     ,8771,8258,28,16,50,1,86,332
881,"Grundy County, Iowa",6273,5999,274,4.4     ,12329,11836,49,10,24,0,36,374
882,"Guthrie County, Iowa",5409,5140,269,5.0     ,10623,10032,36,23,38,16,144,334
883,"Hamilton County, Iowa",6779,6480,299,4.4     ,15039,13079,103,77,319,0,672,789
884,"Hancock County, Iowa",5764,5495,269,4.7     ,10795,9959,76,39,25,5,186,505
885,"Hardin County, Iowa",7767,7407,360,4.6     ,16878,15465,147,32,91,6,413,724
886,"Harrison County, Iowa",7060,6776,284,4.0     ,14582,13922,27,29,50,3,82,469
887,"Henry County, Iowa",9564,9060,504,5.3     ,20482,17990,506,86,453,8,463,976
888,"Howard County, Iowa",5070,4844,226,4.5     ,9469,8940,23,48,27,7,116,308
889,"Humboldt County, Iowa",4939,4730,209,4.2     ,9597,8920,56,16,21,6,270,308
890,"Ida County, Iowa",3966,3824,142,3.6     ,7005,6662,31,4,22,11,87,188
891,"Iowa County, Iowa",10009,9565,444,4.4     ,16662,15571,111,35,94,1,223,627
892,"Jackson County, Iowa",10622,9975,647,6.1     ,19485,18461,152,43,46,192,89,502
893,"Jasper County, Iowa",19177,18157,1020,5.3     ,37813,34866,703,124,215,30,379,1496
894,"Jefferson County, Iowa",9487,8948,539,5.7     ,15663,13565,419,55,500,9,312,803
895,"Johnson County, Iowa",84088,80056,4032,4.8     ,152854,117090,12847,322,8599,43,4204,9749
896,"Jones County, Iowa",10253,9669,584,5.7     ,20646,19244,441,54,59,2,177,669
897,"Keokuk County, Iowa",5151,4897,254,4.9     ,10033,9547,51,15,16,0,84,320
898,"Kossuth County, Iowa",8087,7779,308,3.8     ,14828,13916,78,14,74,3,228,515
899,"Lee County, Iowa",15693,14666,1027,6.5     ,33555,30336,910,72,140,8,300,1789
900,"Linn County, Iowa",118853,111300,7553,6.4     ,230299,190644,16449,548,5374,528,3019,13737
901,"Louisa County, Iowa",5916,5623,293,5.0     ,10837,8834,78,54,270,0,836,765
902,"Lucas County, Iowa",4644,4475,169,3.6     ,8634,8207,23,7,29,0,87,281
903,"Lyon County, Iowa",6823,6652,171,2.5     ,11934,11270,41,32,24,46,186,335
904,"Madison County, Iowa",8347,7868,479,5.7     ,16548,15609,50,25,85,13,102,664
905,"Mahaska County, Iowa",11798,11237,561,4.8     ,22190,20453,394,41,253,15,151,883
906,"Marion County, Iowa",17933,17182,751,4.2     ,33414,31156,292,69,401,21,217,1258
907,"Marshall County, Iowa",17514,16278,1236,7.1     ,40105,29579,815,330,1517,33,4125,3706
908,"Mills County, Iowa",7150,6869,281,3.9     ,14484,13504,77,30,48,10,114,701
909,"Mitchell County, Iowa",6061,5856,205,3.4     ,10565,10107,42,12,46,4,87,267
910,"Monona County, Iowa",4347,4139,208,4.8     ,8751,8141,28,146,28,2,59,347
911,"Monroe County, Iowa",3938,3734,204,5.2     ,7577,7225,19,13,16,2,64,238
912,"Montgomery County, Iowa",4847,4621,226,4.7     ,10330,9698,25,35,26,2,170,374
913,"Muscatine County, Iowa",21053,19796,1257,6.0     ,43235,34598,1141,214,406,0,3469,3407
914,"O'Brien County, Iowa",8058,7786,272,3.4     ,14182,12825,161,80,80,11,376,649
915,"Osceola County, Iowa",3498,3397,101,2.9     ,6192,5485,30,32,21,36,275,313
916,"Page County, Iowa",6186,5878,308,5.0     ,15211,13858,365,62,124,0,149,653
917,"Palo Alto County, Iowa",4540,4330,210,4.6     ,8996,8465,52,23,39,6,104,307
918,"Plymouth County, Iowa",14284,13770,514,3.6     ,25698,23289,356,88,116,117,656,1076
919,"Pocahontas County, Iowa",4220,4072,148,3.5     ,7078,6459,66,21,29,23,182,298
920,"Polk County, Iowa",264807,248931,15876,6.0     ,492401,373903,35623,2274,24510,302,19100,36689
921,"Pottawattamie County, Iowa",47249,44771,2478,5.2     ,93667,81329,1889,655,785,80,3390,5539
922,"Poweshiek County, Iowa",9727,9247,480,4.9     ,18662,17209,328,65,223,21,172,644
923,"Ringgold County, Iowa",2377,2285,92,3.9     ,4663,4469,3,7,8,1,20,155
924,"Sac County, Iowa",5167,4986,181,3.5     ,9814,9271,46,11,31,9,160,286
925,"Scott County, Iowa",86403,80541,5862,6.8     ,174669,138752,14117,585,4858,61,3384,12912
926,"Shelby County, Iowa",6318,6090,228,3.6     ,11746,10990,53,55,49,4,185,410
927,"Sioux County, Iowa",20757,20199,558,2.7     ,35872,30745,195,218,224,5,2241,2244
928,"Story County, Iowa",56458,54422,2036,3.6     ,98537,81046,3019,324,5461,34,2641,6012
929,"Tama County, Iowa",9225,8753,472,5.1     ,17135,13658,137,1427,81,2,767,1063
930,"Taylor County, Iowa",3064,2952,112,3.7     ,5896,5412,2,17,15,4,196,250
931,"Union County, Iowa",6147,5786,361,5.9     ,12138,11365,118,38,65,7,104,441
932,"Van Buren County, Iowa",3667,3497,170,4.6     ,7203,6923,28,7,24,0,22,199
933,"Wapello County, Iowa",17328,16293,1035,6.0     ,35437,28180,1469,232,629,520,2372,2035
934,"Warren County, Iowa",27577,26321,1256,4.6     ,52403,48539,455,98,383,22,526,2380
935,"Washington County, Iowa",11490,11021,469,4.1     ,22565,20374,188,70,116,3,756,1058
936,"Wayne County, Iowa",2783,2658,125,4.5     ,6497,6261,10,17,25,2,12,170
937,"Webster County, Iowa",18615,17638,977,5.2     ,36999,32108,1825,176,303,16,670,1901
938,"Winnebago County, Iowa",5025,4703,322,6.4     ,10679,9665,214,22,98,3,257,420
939,"Winneshiek County, Iowa",11095,10550,545,4.9     ,20070,18852,131,34,178,12,302,561
940,"Woodbury County, Iowa",54467,51606,2861,5.3     ,105941,76794,5197,2515,3008,661,8155,9611
941,"Worth County, Iowa",4082,3861,221,5.4     ,7443,7041,60,8,32,1,40,261
942,"Wright County, Iowa",6960,6684,276,4.0     ,12943,10542,75,86,69,8,1319,844
943,"Allen County, Kansas",6392,6045,347,5.4     ,12526,11180,186,150,67,2,159,782
944,"Anderson County, Kansas",4250,4075,175,4.1     ,7836,7312,26,53,47,2,66,330
945,"Atchison County, Kansas",6856,6385,471,6.9     ,16348,14111,788,88,83,7,269,1002
946,"Barber County, Kansas",2324,2246,78,3.4     ,4228,3857,8,34,16,5,91,217
947,"Barton County, Kansas",13680,13046,634,4.6     ,25493,21157,312,149,80,3,1855,1937
948,"Bourbon County, Kansas",6747,6367,380,5.6     ,14360,12585,469,100,98,2,146,960
949,"Brown County, Kansas",5153,4923,230,4.5     ,9508,7772,100,872,45,7,105,607
950,"Butler County, Kansas",32533,30403,2130,6.5     ,67380,58119,1463,569,1005,39,957,5228
951,"Chase County, Kansas",1465,1384,81,5.5     ,2572,2271,20,16,8,3,146,108
952,"Chautauqua County, Kansas",1482,1392,90,6.1     ,3379,2847,23,189,19,0,76,225
953,"Cherokee County, Kansas",10016,9494,522,5.2     ,19362,16475,80,799,65,26,148,1769
954,"Cheyenne County, Kansas",1314,1285,29,2.2     ,2616,2282,7,7,12,0,105,203
955,"Clark County, Kansas",1145,1122,23,2.0     ,1991,1724,6,21,24,1,90,125
956,"Clay County, Kansas",3807,3636,171,4.5     ,8117,7542,50,50,53,0,66,356
957,"Cloud County, Kansas",3865,3708,157,4.1     ,9032,8338,123,44,40,9,77,401
958,"Coffey County, Kansas",3901,3697,204,5.2     ,8360,7777,45,37,44,1,50,406
959,"Comanche County, Kansas",860,830,30,3.5     ,1689,1560,12,2,0,1,24,90
960,"Cowley County, Kansas",16807,15709,1098,6.5     ,34549,27413,895,784,505,179,1425,3348
961,"Crawford County, Kansas",18947,17901,1046,5.5     ,38972,32587,913,373,461,193,1271,3174
962,"Decatur County, Kansas",1241,1195,46,3.7     ,2764,2605,9,9,15,0,7,119
963,"Dickinson County, Kansas",8873,8442,431,4.9     ,18402,16814,117,87,80,21,248,1035
964,"Doniphan County, Kansas",4153,3965,188,4.5     ,7510,6701,268,83,32,19,66,341
965,"Douglas County, Kansas",64225,60337,3888,6.1     ,118785,92694,5301,2950,4685,86,2569,10500
966,"Edwards County, Kansas",1465,1421,44,3.0     ,2907,2400,14,17,2,1,211,262
967,"Elk County, Kansas",1171,1115,56,4.8     ,2483,2253,5,48,4,0,18,155
968,"Ellis County, Kansas",16920,16328,592,3.5     ,28934,25584,340,96,266,2,996,1650
969,"Ellsworth County, Kansas",2725,2636,89,3.3     ,6376,5655,254,53,31,0,66,317
970,"Finney County, Kansas",20618,19906,712,3.5     ,38470,19812,1542,367,1548,35,6541,8625
971,"Ford County, Kansas",17224,16640,584,3.4     ,34287,17167,978,753,417,14,8409,6549
972,"Franklin County, Kansas",14228,13459,769,5.4     ,25996,23187,305,220,108,7,381,1788
973,"Geary County, Kansas",11652,10852,800,6.9     ,36739,21857,6303,325,1250,458,1682,4864
974,"Gove County, Kansas",1465,1423,42,2.9     ,2718,2516,5,3,15,1,31,147
975,"Graham County, Kansas",1126,1074,52,4.6     ,2415,2212,57,14,14,3,14,101
976,"Grant County, Kansas",3097,2970,127,4.1     ,7352,4223,10,164,14,5,1510,1426
977,"Gray County, Kansas",3244,3172,72,2.2     ,5653,4879,19,15,14,0,278,448
978,"Greeley County, Kansas",825,810,15,1.8     ,1284,1075,2,12,5,1,84,105
979,"Greenwood County, Kansas",3129,2965,164,5.2     ,6016,5494,28,35,36,1,52,370
980,"Hamilton County, Kansas",1633,1605,28,1.7     ,2518,1597,13,27,5,0,538,338
981,"Harper County, Kansas",2792,2668,124,4.4     ,5485,4829,17,98,15,5,204,317
982,"Harvey County, Kansas",16930,16030,900,5.3     ,34024,28658,650,267,261,11,1482,2695
983,"Haskell County, Kansas",2250,2197,53,2.4     ,3780,2842,13,11,2,0,557,355
984,"Hodgeman County, Kansas",1008,981,27,2.7     ,1723,1584,14,12,12,1,19,81
985,"Jackson County, Kansas",7213,6820,393,5.4     ,13232,10727,103,1213,34,18,165,972
986,"Jefferson County, Kansas",10207,9708,499,4.9     ,18368,16797,103,128,43,31,124,1142
987,"Jewell County, Kansas",1249,1210,39,3.1     ,2932,2757,5,12,10,0,19,129
988,"Johnson County, Kansas",342146,324544,17602,5.1     ,609863,473342,28781,2568,33030,384,18692,53066
989,"Kearny County, Kansas",2035,1980,55,2.7     ,3983,2661,41,35,7,1,492,746
990,"Kingman County, Kansas",3343,3169,174,5.2     ,7470,6925,38,36,35,4,99,333
991,"Kiowa County, Kansas",1256,1215,41,3.3     ,2460,2184,43,12,16,4,30,171
992,"Labette County, Kansas",9667,9123,544,5.6     ,20184,16464,867,451,91,9,264,2038
993,"Lane County, Kansas",755,733,22,2.9     ,1574,1406,0,8,0,3,51,106
994,"Leavenworth County, Kansas",36746,34611,2135,5.8     ,81881,64640,6858,697,1103,153,1313,7117
995,"Lincoln County, Kansas",1705,1655,50,2.9     ,2939,2740,8,16,10,1,46,118
996,"Linn County, Kansas",4379,4073,306,7.0     ,9591,8906,67,48,20,8,44,498
997,"Logan County, Kansas",1614,1573,41,2.5     ,2762,2513,5,1,10,2,87,144
998,"Lyon County, Kansas",16598,15808,790,4.8     ,32179,23801,651,266,574,16,3774,3097
999,"McPherson County, Kansas",17211,16612,599,3.5     ,30223,26965,478,151,225,13,673,1718
1000,"Marion County, Kansas",5913,5668,245,4.1     ,11823,10910,122,54,39,7,178,513
1001,"Marshall County, Kansas",5504,5331,173,3.1     ,10038,9480,42,23,46,2,56,389
1002,"Meade County, Kansas",2150,2090,60,2.8     ,4055,3262,37,12,13,0,316,415
1003,"Miami County, Kansas",17681,16793,888,5.0     ,34191,30907,436,166,161,16,317,2188
1004,"Mitchell County, Kansas",3429,3335,94,2.7     ,5796,5490,19,12,13,0,40,222
1005,"Montgomery County, Kansas",14852,13774,1078,7.3     ,31486,24297,1566,1023,201,24,949,3426
1006,"Morris County, Kansas",3079,2958,121,3.9     ,5386,4985,16,15,18,1,63,288
1007,"Morton County, Kansas",1139,1105,34,3.0     ,2701,2076,20,16,31,9,275,274
1008,"Nemaha County, Kansas",5596,5430,166,3.0     ,10273,9700,64,39,39,7,96,328
1009,"Neosho County, Kansas",6246,5845,401,6.4     ,15904,14105,148,166,84,6,254,1141
1010,"Ness County, Kansas",1334,1288,46,3.4     ,2687,2347,2,19,2,2,173,142
1011,"Norton County, Kansas",2644,2573,71,2.7     ,5459,4863,210,42,35,2,48,259
1012,"Osage County, Kansas",8009,7600,409,5.1     ,15766,14706,33,48,52,3,99,825
1013,"Osborne County, Kansas",1965,1908,57,2.9     ,3500,3304,1,19,18,0,29,129
1014,"Ottawa County, Kansas",2978,2851,127,4.3     ,5735,5338,30,22,11,0,30,304
1015,"Pawnee County, Kansas",2846,2739,107,3.8     ,6253,5361,249,38,28,3,128,446
1016,"Phillips County, Kansas",2651,2560,91,3.4     ,4981,4684,19,22,15,1,27,213
1017,"Pottawatomie County, Kansas",11981,11461,520,4.3     ,25348,22618,286,150,200,27,294,1773
1018,"Pratt County, Kansas",4926,4748,178,3.6     ,9157,8104,106,67,45,7,323,505
1019,"Rawlins County, Kansas",1547,1508,39,2.5     ,2561,2283,19,3,11,0,73,172
1020,"Reno County, Kansas",29626,27997,1629,5.5     ,61898,52761,1863,519,352,48,1776,4579
1021,"Republic County, Kansas",2318,2241,77,3.3     ,4674,4437,15,13,11,9,11,178
1022,"Rice County, Kansas",5080,4865,215,4.2     ,9427,7853,145,63,30,0,438,898
1023,"Riley County, Kansas",34049,32361,1688,5.0     ,71959,54567,5011,440,3367,225,2322,6027
1024,"Rooks County, Kansas",2509,2408,101,4.0     ,4919,4619,29,21,5,10,12,223
1025,"Rush County, Kansas",1576,1503,73,4.6     ,2956,2800,7,4,14,0,18,113
1026,"Russell County, Kansas",3317,3177,140,4.2     ,6691,6138,60,32,28,0,64,369
1027,"Saline County, Kansas",29511,27893,1618,5.5     ,54303,43415,1830,349,1139,31,2262,5277
1028,"Scott County, Kansas",2826,2754,72,2.5     ,5151,4173,14,44,16,8,325,571
1029,"Sedgwick County, Kansas",257217,234769,22448,8.7     ,523824,357757,46531,6581,22511,575,32207,57662
1030,"Seward County, Kansas",9816,9386,430,4.4     ,21964,9015,672,527,535,6,5982,5227
1031,"Shawnee County, Kansas",91343,85910,5433,5.9     ,178909,132398,14211,2213,2521,180,8403,18983
1032,"Sheridan County, Kansas",1462,1429,33,2.3     ,2447,2257,3,11,12,2,46,116
1033,"Sherman County, Kansas",2894,2795,99,3.4     ,5927,5025,103,19,17,1,328,434
1034,"Smith County, Kansas",1996,1943,53,2.7     ,3570,3390,17,15,9,1,36,102
1035,"Stafford County, Kansas",2043,1967,76,3.7     ,4072,3500,14,36,13,1,175,333
1036,"Stanton County, Kansas",1080,1054,26,2.4     ,2084,1257,14,44,2,1,439,327
1037,"Stevens County, Kansas",2807,2727,80,2.9     ,5250,3484,20,62,22,0,1066,596
1038,"Sumner County, Kansas",11017,10126,891,8.1     ,22382,19934,205,240,73,0,358,1572
1039,"Thomas County, Kansas",4230,4108,122,2.9     ,7930,7100,108,48,47,0,184,443
1040,"Trego County, Kansas",1470,1419,51,3.5     ,2808,2644,5,5,12,0,9,133
1041,"Wabaunsee County, Kansas",3677,3522,155,4.2     ,6877,6303,31,40,18,4,53,428
1042,"Wallace County, Kansas",825,807,18,2.2     ,1512,1370,3,5,0,2,46,86
1043,"Washington County, Kansas",3062,2986,76,2.5     ,5530,5153,13,5,4,2,111,242
1044,"Wichita County, Kansas",1258,1232,26,2.1     ,2152,1547,3,23,2,2,273,302
1045,"Wilson County, Kansas",3913,3609,304,7.8     ,8624,7759,22,88,35,2,88,630
1046,"Woodson County, Kansas",1567,1474,93,5.9     ,3115,2890,8,30,0,0,17,170
1047,"Wyandotte County, Kansas",78392,72303,6089,7.8     ,169245,73721,34589,1917,7705,387,25643,25283
1048,"Adair County, Kentucky",6961,6460,501,7.2     ,18903,17322,529,34,64,6,271,677
1049,"Allen County, Kentucky",8732,8256,476,5.5     ,20588,19135,204,50,48,7,246,898
1050,"Anderson County, Kentucky",11752,11034,718,6.1     ,23852,21797,492,60,105,7,245,1146
1051,"Ballard County, Kentucky",3356,3134,222,6.6     ,7728,7103,208,13,33,0,5,366
1052,"Barren County, Kentucky",18195,16829,1366,7.5     ,44485,39270,1724,147,260,54,802,2228
1053,"Bath County, Kentucky",4561,4182,379,8.3     ,12750,12192,128,4,21,1,59,345
1054,"Bell County, Kentucky",8248,7606,642,7.8     ,24097,22388,558,37,124,4,135,851
1055,"Boone County, Kentucky",70071,66280,3791,5.4     ,135968,114457,5728,443,3078,307,3275,8680
1056,"Bourbon County, Kentucky",9577,9016,561,5.9     ,20252,17076,1035,60,77,9,922,1073
1057,"Boyd County, Kentucky",17551,16086,1465,8.3     ,48261,44282,1310,116,278,7,309,1959
1058,"Boyle County, Kentucky",12540,11618,922,7.4     ,30614,25365,2194,61,361,4,619,2010
1059,"Bracken County, Kentucky",3744,3511,233,6.2     ,8400,7994,51,14,13,2,33,293
1060,"Breathitt County, Kentucky",3285,2949,336,10.2     ,13718,13083,57,11,39,11,16,501
1061,"Breckinridge County, Kentucky",7846,7274,572,7.3     ,20432,18831,426,46,39,3,122,965
1062,"Bullitt County, Kentucky",42031,39359,2672,6.4     ,82217,75417,1045,212,451,25,738,4329
1063,"Butler County, Kentucky",4961,4619,342,6.9     ,12371,11464,15,32,23,3,407,427
1064,"Caldwell County, Kentucky",5570,5224,346,6.2     ,12649,11244,674,25,56,2,70,578
1065,"Calloway County, Kentucky",17865,16752,1113,6.2     ,37103,32626,1313,64,435,11,547,2107
1066,"Campbell County, Kentucky",49647,46886,2761,5.6     ,93076,83361,2832,203,1034,30,1123,4493
1067,"Carlisle County, Kentucky",2168,2066,102,4.7     ,4826,4531,63,29,10,0,9,184
1068,"Carroll County, Kentucky",5289,4978,311,5.9     ,10810,9567,184,40,44,4,314,657
1069,"Carter County, Kentucky",9586,8663,923,9.6     ,26627,25560,212,58,63,1,84,649
1070,"Casey County, Kentucky",6666,6250,416,6.2     ,15941,14974,83,53,55,1,332,443
1071,"Christian County, Kentucky",24587,22662,1925,7.8     ,72748,48279,15527,389,973,246,2219,5115
1072,"Clark County, Kentucky",17006,15891,1115,6.6     ,36972,32555,1648,98,212,17,709,1733
1073,"Clay County, Kentucky",5199,4751,448,8.6     ,20345,18891,839,32,23,11,65,484
1074,"Clinton County, Kentucky",3978,3776,202,5.1     ,9253,8745,40,22,10,3,139,294
1075,"Crittenden County, Kentucky",3663,3460,203,5.5     ,8990,8559,82,15,6,5,39,284
1076,"Cumberland County, Kentucky",3271,3112,159,4.9     ,5888,5462,150,6,4,6,38,222
1077,"Daviess County, Kentucky",45710,42911,2799,6.1     ,103312,88425,4872,262,2427,59,1908,5359
1078,"Edmonson County, Kentucky",4599,4247,352,7.7     ,12126,11546,98,32,32,7,49,362
1079,"Elliott County, Kentucky",1967,1769,198,10.1     ,7354,6903,246,19,18,0,51,117
1080,"Estill County, Kentucky",5153,4766,387,7.5     ,14163,13666,30,30,7,0,30,400
1081,"Fayette County, Kentucky",172284,162405,9879,5.7     ,322570,220236,48076,1105,13427,144,16732,22850
1082,"Fleming County, Kentucky",6135,5686,449,7.3     ,15082,14381,148,35,17,3,128,370
1083,"Floyd County, Kentucky",10688,9705,983,9.2     ,35942,34828,122,33,97,1,74,787
1084,"Franklin County, Kentucky",24745,23117,1628,6.6     ,51541,41736,4481,162,1032,17,1011,3102
1085,"Fulton County, Kentucky",1983,1854,129,6.5     ,6515,4599,1444,26,21,11,67,347
1086,"Gallatin County, Kentucky",4012,3771,241,6.0     ,8690,7862,74,23,13,7,259,452
1087,"Garrard County, Kentucky",7528,7055,473,6.3     ,16953,15581,302,37,51,9,175,798
1088,"Grant County, Kentucky",11525,10707,818,7.1     ,24941,23002,195,51,67,33,328,1265
1089,"Graves County, Kentucky",15631,14701,930,5.9     ,36649,31149,1564,128,181,4,1421,2202
1090,"Grayson County, Kentucky",10704,9873,831,7.8     ,26420,24904,310,77,96,2,154,877
1091,"Green County, Kentucky",5142,4866,276,5.4     ,11107,10447,160,20,31,2,95,352
1092,"Greenup County, Kentucky",13238,12064,1174,8.9     ,35962,34096,220,74,230,5,145,1192
1093,"Hancock County, Kentucky",3808,3575,233,6.1     ,9095,8624,79,4,38,0,64,286
1094,"Hardin County, Kentucky",47581,44196,3385,7.1     ,110702,82959,12825,490,2277,421,2330,9400
1095,"Harlan County, Kentucky",6548,5768,780,11.9     ,26831,25107,541,56,85,0,115,927
1096,"Harrison County, Kentucky",8712,8177,535,6.1     ,18692,17357,307,34,46,1,169,778
1097,"Hart County, Kentucky",7694,7198,496,6.4     ,19288,17577,705,39,47,6,135,779
1098,"Henderson County, Kentucky",20921,19643,1278,6.1     ,44793,37648,3652,101,241,44,774,2333
1099,"Henry County, Kentucky",8071,7611,460,5.7     ,15678,14215,372,60,36,0,260,735
1100,"Hickman County, Kentucky",1720,1625,95,5.5     ,4521,3902,386,14,11,1,17,190
1101,"Hopkins County, Kentucky",18149,16815,1334,7.4     ,45423,39331,2947,98,232,29,540,2246
1102,"Jackson County, Kentucky",4051,3700,351,8.7     ,12955,12559,12,41,19,4,29,291
1103,"Jefferson County, Kentucky",390487,363770,26717,6.8     ,782969,499868,168910,2502,27115,612,26788,57174
1104,"Jessamine County, Kentucky",26160,24689,1471,5.6     ,52991,45878,2290,135,658,28,987,3015
1105,"Johnson County, Kentucky",6589,6016,573,8.7     ,22680,21933,45,39,101,4,55,503
1106,"Kenton County, Kentucky",86062,81077,4985,5.8     ,169064,143992,8195,445,2032,244,3658,10498
1107,"Knott County, Kentucky",4350,3979,371,8.5     ,14251,13861,67,9,18,1,21,274
1108,"Knox County, Kentucky",9962,9143,819,8.2     ,30193,28616,296,87,85,1,109,999
1109,"Larue County, Kentucky",5838,5417,421,7.2     ,14867,13490,377,56,29,18,204,693
1110,"Laurel County, Kentucky",24857,23130,1727,6.9     ,62613,58888,447,169,429,4,410,2266
1111,"Lawrence County, Kentucky",5217,4784,433,8.3     ,16293,15787,36,2,23,4,46,395
1112,"Lee County, Kentucky",2047,1904,143,7.0     ,7395,6909,280,2,0,0,35,169
1113,"Leslie County, Kentucky",2628,2344,284,10.8     ,10513,10197,45,22,16,0,11,222
1114,"Letcher County, Kentucky",6111,5488,623,10.2     ,21548,20841,92,34,57,0,38,486
1115,"Lewis County, Kentucky",4648,4205,443,9.5     ,13080,12633,36,18,9,4,25,355
